iter	Passed	Remaining
455	121	2545
456	121	2544
457	122	2543
458	122	2542
459	122	2540
460	122	2539
461	122	2539
462	123	2538
463	123	2539
464	123	2539
465	124	2539
466	124	2539
467	124	2538
468	124	2536
469	125	2535
470	125	2534
471	125	2533
472	125	2532
473	125	2531
474	126	2529
475	126	2528
476	126	2527
477	126	2525
478	127	2525
479	127	2525
480	127	2524
481	127	2524
482	128	2525
483	128	2524
484	128	2522
485	128	2521
486	129	2520
487	129	2519
488	129	2519
489	129	2518
490	130	2519
491	130	2519
492	130	2518
493	130	2519
494	131	2519
495	131	2519
496	131	2519
497	132	2519
498	132	2520
499	132	2520
500	132	2520
501	133	2520
502	133	2518
503	133	2517
504	133	2516
505	134	2515
506	134	2514
507	134	2513
508	134	2512
509	134	2510
510	135	2509
511	135	2509
512	135	2510
513	135	2509
514	136	2510
515	136	2509
516	136	2508
517	137	2508
518	137	2508
519	137	2507
520	137	2505
521	137	2504
522	138	2503
523	138	2502
524	138	2500
525	138	2499
526	138	2498
527	139	2496
528	139	2495
529	139	2494
530	139	2493
531	140	2491
532	140	2490
533	140	2494
534	141	2498
535	141	2500
536	141	2501
537	142	2503
538	142	2503
539	142	2503
540	143	2503
541	143	2505
542	143	2505
543	144	2506
544	144	2506
545	144	2506
546	144	2505
547	145	2504
548	145	2505
549	145	2504
550	146	2504
551	146	2505
552	146	2505
553	146	2505
554	147	2505
555	147	2505
556	147	2506
557	148	2507
558	148	2507
559	148	2508
560	149	2507
561	149	2507
562	149	2507
563	149	2508
564	150	2507
565	150	2508
566	150	2508
567	151	2507
568	151	2508
569	151	2508
570	151	2508
571	152	2508
572	152	2509
573	152	2509
574	153	2508
575	153	2517
576	154	2517
577	154	2519
578	154	2519
579	155	2520
580	155	2521
581	155	2522
582	156	2522
583	156	2522
584	156	2521
585	156	2521
586	157	2521
587	157	2521
588	157	2521
589	158	2521
590	158	2521
591	158	2521
592	158	2521
593	159	2522
594	159	2524
595	160	2525
596	160	2526
597	160	2525
598	160	2525
599	161	2525
600	161	2525
601	161	2525
602	161	2524
603	162	2524
604	162	2523
605	162	2522
606	162	2521
607	163	2520
608	163	2518
609	163	2518
610	163	2518
611	164	2517
612	164	2516
613	164	2515
614	164	2515
615	165	2514
616	165	2514
617	165	2513
618	165	2513
619	166	2513
620	166	2518
621	167	2520
622	167	2520
623	167	2521
624	168	2521
625	168	2521
626	168	2522
627	168	2521
628	169	2521
629	169	2521
630	169	2521
631	170	2520
632	170	2519
633	170	2518
634	170	2518
635	171	2518
636	171	2518
637	171	2518
638	171	2518
639	172	2518
640	172	2518
641	172	2519
642	173	2520
643	173	2520
644	173	2521
645	174	2521
646	174	2522
647	174	2521
648	175	2521
649	175	2522
650	175	2522
651	175	2522
652	176	2522
653	176	2521
654	176	2521
655	177	2521
656	177	2521
657	177	2520
658	177	2520
659	178	2520
660	178	2520
661	178	2520
662	178	2520
663	179	2520
664	179	2519
665	179	2519
666	180	2519
667	180	2522
668	181	2524
669	181	2525
670	181	2524
671	181	2524
672	182	2524
673	182	2523
674	182	2523
675	182	2523
676	183	2524
677	183	2524
678	183	2523
679	184	2522
680	184	2521
681	184	2521
682	184	2523
683	185	2522
684	185	2522
685	185	2522
686	186	2521
687	186	2522
688	186	2522
689	186	2522
690	187	2522
691	187	2522
692	187	2522
693	188	2521
694	188	2520
695	188	2519
696	188	2520
697	189	2520
698	189	2519
699	189	2519
700	189	2519
701	190	2519
702	190	2518
703	190	2519
704	191	2519
705	191	2519
706	191	2519
707	191	2519
708	192	2518
709	192	2518
710	192	2518
711	192	2517
712	193	2516
713	193	2515
714	193	2514
715	193	2513
716	194	2513
717	194	2512
718	194	2511
719	194	2511
720	195	2511
721	195	2510
722	195	2509
723	195	2508
724	196	2507
725	196	2507
726	196	2506
727	196	2506
728	197	2506
729	197	2506
730	197	2508
731	198	2507
732	198	2507
733	198	2506
734	198	2505
735	199	2505
736	199	2503
737	199	2503
738	199	2503
739	200	2503
740	200	2502
741	200	2502
742	200	2503
743	201	2503
744	201	2503
745	201	2503
746	202	2503
747	202	2502
748	202	2501
749	202	2502
750	203	2503
751	203	2502
752	203	2502
753	204	2502
754	204	2501
755	204	2501
756	204	2500
757	205	2499
758	205	2498
759	205	2498
760	205	2497
761	205	2497
762	206	2496
763	206	2496
764	206	2495
765	207	2495
766	207	2494
767	207	2494
768	207	2494
769	208	2493
770	208	2493
771	208	2493
772	208	2493
773	209	2493
774	209	2494
775	209	2493
776	209	2492
777	210	2491
778	210	2490
779	210	2491
780	211	2492
781	211	2492
782	211	2492
783	212	2492
784	212	2492
785	212	2493
786	212	2492
787	213	2492
788	213	2491
789	213	2490
790	213	2489
791	214	2488
792	214	2488
793	214	2487
794	214	2486
795	214	2485
796	215	2486
797	215	2485
798	215	2485
799	216	2484
800	216	2484
801	216	2484
802	216	2483
803	217	2483
804	217	2482
805	217	2481
806	217	2480
807	218	2480
808	218	2479
809	218	2478
810	218	2477
811	218	2477
812	219	2476
813	219	2476
814	219	2475
815	219	2475
816	220	2475
817	220	2475
818	220	2475
819	221	2475
820	221	2475
821	221	2475
822	222	2475
823	222	2475
824	222	2475
825	222	2475
826	223	2474
827	223	2473
828	223	2472
829	223	2472
830	224	2472
831	224	2471
832	224	2471
833	224	2470
834	225	2469
835	225	2469
836	225	2469
837	225	2468
838	225	2467
839	226	2466
840	226	2466
841	226	2466
842	227	2466
843	227	2467
844	227	2467
845	228	2467
846	228	2467
847	228	2466
848	228	2466
849	229	2466
850	229	2466
851	229	2465
852	229	2464
853	230	2464
854	230	2463
855	230	2462
856	230	2461
857	230	2460
858	231	2459
859	231	2458
860	231	2458
861	231	2457
862	232	2456
863	232	2455
864	232	2454
865	232	2453
866	232	2452
867	233	2451
868	233	2452
869	233	2452
870	234	2452
871	234	2452
872	235	2458
873	235	2458
874	235	2457
875	235	2456
876	236	2456
877	236	2456
878	236	2456
879	237	2456
880	237	2457
881	237	2456
882	237	2456
883	238	2455
884	238	2454
885	238	2454
886	238	2453
887	239	2453
888	239	2452
889	239	2452
890	239	2451
891	240	2451
892	240	2451
893	240	2450
894	240	2450
895	241	2450
896	241	2450
897	241	2451
898	242	2450
899	242	2449
900	242	2449
901	242	2449
902	243	2448
903	243	2447
904	243	2446
905	243	2446
906	243	2445
907	244	2445
908	244	2444
909	244	2444
910	244	2443
911	245	2442
912	245	2441
913	245	2441
914	245	2440
915	246	2440
916	246	2439
917	246	2439
918	246	2439
919	247	2438
920	247	2438
921	247	2437
922	247	2436
923	248	2440
924	248	2440
925	248	2439
926	249	2440
927	249	2441
928	249	2440
929	250	2441
930	250	2440
931	250	2440
932	251	2440
933	251	2439
934	251	2439
935	252	2440
936	252	2441
937	252	2442
938	253	2442
939	253	2441
940	253	2441
941	253	2441
942	254	2441
943	254	2441
944	254	2441
945	255	2442
946	255	2441
947	255	2442
948	256	2442
949	256	2441
950	256	2441
951	256	2441
952	257	2441
953	257	2441
954	257	2441
955	258	2441
956	258	2442
957	258	2441
958	259	2442
959	259	2441
960	259	2441
961	259	2440
962	260	2440
963	260	2440
964	260	2440
965	260	2439
966	261	2439
967	261	2439
968	262	2441
969	262	2442
970	262	2442
971	262	2442
972	263	2442
973	263	2442
974	263	2442
975	264	2443
976	264	2443
977	264	2443
978	265	2444
979	265	2444
980	265	2444
981	266	2444
982	266	2444
983	266	2444
984	267	2443
985	267	2443
986	267	2443
987	267	2443
988	268	2443
989	268	2443
990	268	2443
991	269	2443
992	269	2443
993	269	2443
994	270	2443
995	270	2443
996	270	2443
997	270	2443
998	271	2445
999	271	2444
1000	271	2444
1001	272	2444
1002	272	2444
1003	272	2444
1004	273	2443
1005	273	2443
1006	273	2443
1007	273	2442
1008	274	2442
1009	274	2442
1010	274	2442
1011	274	2441
1012	275	2441
1013	275	2442
1014	275	2442
1015	276	2444
1016	277	2446
1017	277	2447
1018	277	2448
1019	278	2447
1020	278	2447
1021	278	2448
1022	279	2448
1023	279	2447
1024	279	2448
1025	279	2447
1026	280	2447
1027	280	2446
1028	280	2446
1029	280	2445
1030	281	2445
1031	281	2444
1032	281	2444
1033	281	2444
1034	282	2444
1035	282	2444
1036	282	2444
1037	283	2444
1038	283	2444
1039	283	2445
1040	284	2445
1041	284	2444
1042	284	2444
1043	284	2443
1044	285	2443
1045	285	2442
1046	285	2442
1047	285	2442
1048	286	2441
1049	286	2441
1050	286	2440
1051	286	2440
1052	287	2440
1053	287	2440
1054	287	2440
1055	288	2439
1056	288	2439
1057	288	2439
1058	289	2440
1059	289	2440
1060	289	2441
1061	289	2440
1062	290	2440
1063	290	2439
1064	290	2440
1065	291	2440
1066	291	2440
1067	291	2440
1068	292	2440
1069	292	2439
1070	292	2439
1071	292	2439
1072	293	2438
1073	293	2438
1074	293	2438
1075	293	2438
1076	294	2437
1077	294	2436
1078	294	2436
1079	295	2436
1080	295	2436
1081	295	2437
1082	296	2437
1083	296	2438
1084	296	2438
1085	297	2438
1086	297	2437
1087	297	2436
1088	297	2436
1089	298	2436
1090	298	2435
1091	298	2435
1092	298	2435
1093	299	2434
1094	299	2434
1095	299	2434
1096	299	2433
1097	300	2433
1098	300	2432
1099	300	2432
1100	300	2432
1101	301	2432
1102	301	2431
1103	301	2431
1104	301	2430
1105	302	2430
1106	302	2430
1107	302	2430
1108	303	2429
1109	303	2429
1110	303	2429
1111	303	2428
1112	304	2428
1113	304	2427
1114	304	2427
1115	304	2427
1116	305	2427
1117	305	2426
1118	305	2426
1119	305	2426
1120	306	2425
1121	306	2424
1122	306	2424
1123	307	2424
1124	307	2424
1125	307	2424
1126	307	2424
1127	308	2424
1128	308	2424
1129	308	2424
1130	309	2423
1131	309	2423
1132	309	2423
1133	309	2423
1134	310	2422
1135	310	2423
1136	310	2423
1137	311	2422
1138	311	2422
1139	311	2421
1140	311	2421
1141	312	2420
1142	312	2420
1143	312	2419
1144	312	2420
1145	313	2421
1146	313	2421
1147	314	2421
1148	314	2421
1149	314	2421
1150	314	2420
1151	315	2420
1152	315	2421
1153	315	2420
1154	316	2420
1155	316	2419
1156	316	2418
1157	316	2418
1158	317	2418
1159	317	2417
1160	317	2416
1161	317	2417
1162	318	2416
1163	318	2416
1164	318	2415
1165	318	2415
1166	319	2416
1167	319	2416
1168	319	2416
1169	320	2416
1170	320	2416
1171	320	2417
1172	321	2417
1173	321	2417
1174	321	2416
1175	322	2416
1176	322	2416
1177	322	2415
1178	322	2415
1179	323	2415
1180	323	2415
1181	323	2415
1182	323	2414
1183	324	2414
1184	324	2413
1185	324	2412
1186	324	2411
1187	325	2411
1188	325	2412
1189	325	2412
1190	326	2412
1191	326	2412
1192	326	2411
1193	326	2411
1194	327	2410
1195	327	2410
1196	327	2409
1197	328	2409
1198	328	2409
1199	328	2409
1200	328	2409
1201	329	2410
1202	329	2410
1203	329	2410
1204	330	2410
1205	330	2410
1206	330	2409
1207	331	2409
1208	331	2409
1209	331	2409
1210	332	2410
1211	332	2410
1212	332	2409
1213	332	2409
1214	333	2408
1215	333	2407
1216	333	2406
1217	333	2406
1218	333	2405
1219	334	2404
1220	334	2403
1221	334	2403
1222	334	2402
1223	335	2402
1224	335	2401
1225	335	2400
1226	335	2400
1227	335	2399
1228	336	2398
1229	336	2397
1230	336	2398
1231	336	2397
1232	337	2398
1233	337	2398
1234	337	2398
1235	338	2397
1236	338	2397
1237	338	2397
1238	339	2397
1239	339	2397
1240	339	2397
1241	339	2397
1242	340	2396
1243	340	2395
1244	340	2395
1245	340	2394
1246	341	2393
1247	341	2393
1248	341	2392
1249	341	2392
1250	342	2392
1251	342	2391
1252	342	2393
1253	343	2392
1254	343	2392
1255	343	2393
1256	344	2393
1257	344	2393
1258	344	2393
1259	344	2393
1260	345	2392
1261	345	2392
1262	345	2391
1263	345	2390
1264	346	2390
1265	346	2389
1266	346	2389
1267	346	2388
1268	347	2388
1269	347	2387
1270	347	2386
1271	347	2386
1272	348	2386
1273	348	2386
1274	348	2385
1275	348	2384
1276	349	2384
1277	349	2383
1278	349	2383
1279	349	2382
1280	350	2382
1281	350	2381
1282	350	2381
1283	350	2381
1284	351	2381
1285	351	2380
1286	351	2380
1287	351	2379
1288	352	2378
1289	352	2378
1290	352	2378
1291	352	2378
1292	353	2378
1293	353	2378
1294	353	2377
1295	353	2377
1296	354	2376
1297	354	2376
1298	354	2376
1299	354	2375
1300	355	2374
1301	355	2373
1302	355	2373
1303	355	2372
1304	356	2377
1305	357	2378
1306	357	2378
1307	357	2377
1308	358	2377
1309	358	2377
1310	358	2377
1311	359	2377
1312	359	2377
1313	359	2377
1314	359	2377
1315	360	2376
1316	360	2376
1317	360	2376
1318	360	2375
1319	361	2375
1320	361	2374
1321	361	2374
1322	362	2374
1323	362	2374
1324	362	2374
1325	362	2374
1326	363	2373
1327	363	2373
1328	363	2373
1329	363	2372
1330	364	2371
1331	364	2371
1332	364	2370
1333	364	2370
1334	365	2370
1335	365	2370
1336	365	2369
1337	366	2369
1338	366	2369
1339	366	2369
1340	366	2368
1341	367	2368
1342	367	2367
1343	367	2367
1344	367	2366
1345	368	2366
1346	368	2366
1347	368	2366
1348	368	2366
1349	369	2366
1350	369	2366
1351	370	2370
1352	371	2371
1353	371	2371
1354	371	2371
1355	372	2371
1356	372	2371
1357	372	2371
1358	372	2370
1359	373	2371
1360	373	2370
1361	373	2370
1362	373	2369
1363	374	2369
1364	374	2369
1365	374	2369
1366	375	2369
1367	375	2369
1368	375	2369
1369	376	2368
1370	376	2368
1371	376	2368
1372	376	2368
1373	377	2368
1374	377	2367
1375	377	2367
1376	377	2366
1377	378	2366
1378	378	2366
1379	378	2365
1380	378	2364
1381	379	2364
1382	379	2364
1383	379	2364
1384	380	2365
1385	380	2365
1386	380	2365
1387	381	2365
1388	381	2365
1389	381	2366
1390	382	2365
1391	382	2364
1392	382	2364
1393	382	2364
1394	383	2363
1395	383	2363
1396	383	2363
1397	383	2362
1398	384	2362
1399	384	2361
1400	384	2361
1401	384	2360
1402	385	2359
1403	385	2359
1404	385	2358
1405	385	2357
1406	385	2357
1407	386	2356
1408	386	2356
1409	386	2356
1410	387	2356
1411	387	2355
1412	387	2355
1413	387	2354
1414	387	2353
1415	388	2353
1416	388	2352
1417	388	2352
1418	388	2351
1419	389	2351
1420	389	2350
1421	389	2349
1422	389	2349
1423	389	2348
1424	390	2347
1425	390	2347
1426	390	2346
1427	390	2346
1428	391	2346
1429	391	2346
1430	391	2345
1431	392	2345
1432	392	2344
1433	392	2345
1434	393	2346
1435	393	2345
1436	393	2345
1437	393	2345
1438	394	2344
1439	394	2344
1440	394	2343
1441	394	2343
1442	395	2342
1443	395	2341
1444	395	2341
1445	395	2340
1446	395	2339
1447	396	2339
1448	396	2338
1449	396	2338
1450	396	2338
1451	397	2337
1452	397	2337
1453	397	2336
1454	397	2335
1455	397	2335
1456	398	2334
1457	398	2334
1458	398	2334
1459	399	2334
1460	399	2334
1461	399	2334
1462	400	2334
1463	400	2333
1464	400	2333
1465	400	2333
1466	400	2332
1467	401	2332
1468	401	2331
1469	401	2331
1470	402	2331
1471	402	2330
1472	402	2330
1473	402	2329
1474	403	2329
1475	403	2328
1476	403	2328
1477	403	2327
1478	403	2326
1479	404	2326
1480	404	2325
1481	404	2324
1482	404	2324
1483	405	2324
1484	405	2324
1485	405	2324
1486	405	2323
1487	406	2323
1488	406	2323
1489	406	2322
1490	406	2322
1491	407	2321
1492	407	2321
1493	407	2321
1494	407	2321
1495	408	2320
1496	408	2319
1497	408	2319
1498	408	2318
1499	409	2317
1500	409	2317
1501	409	2317
1502	409	2316
1503	410	2316
1504	410	2316
1505	410	2316
1506	410	2315
1507	411	2315
1508	411	2315
1509	411	2315
1510	412	2314
1511	412	2314
1512	412	2314
1513	412	2314
1514	413	2313
1515	413	2313
1516	413	2313
1517	414	2313
1518	414	2313
1519	414	2313
1520	414	2313
1521	415	2312
1522	415	2312
1523	415	2311
1524	415	2311
1525	416	2311
1526	416	2311
1527	416	2311
1528	417	2311
1529	417	2310
1530	417	2310
1531	418	2310
1532	418	2310
1533	418	2309
1534	418	2309
1535	418	2308
1536	419	2308
1537	419	2307
1538	419	2307
1539	419	2306
1540	420	2305
1541	420	2305
1542	420	2305
1543	420	2305
1544	421	2305
1545	421	2304
1546	421	2304
1547	422	2304
1548	422	2304
1549	422	2304
1550	422	2304
1551	423	2304
1552	423	2306
1553	424	2306
1554	424	2307
1555	425	2307
1556	425	2306
1557	425	2307
1558	426	2307
1559	426	2306
1560	426	2306
1561	426	2306
1562	427	2306
1563	427	2305
1564	427	2305
1565	427	2305
1566	428	2304
1567	428	2304
1568	428	2303
1569	428	2303
1570	429	2302
1571	429	2302
1572	429	2302
1573	430	2302
1574	430	2302
1575	430	2301
1576	430	2301
1577	431	2300
1578	431	2300
1579	431	2299
1580	431	2298
1581	431	2298
1582	432	2298
1583	432	2298
1584	432	2297
1585	433	2297
1586	433	2297
1587	433	2297
1588	433	2296
1589	434	2296
1590	434	2295
1591	434	2294
1592	434	2294
1593	434	2293
1594	435	2293
1595	435	2293
1596	435	2293
1597	436	2293
1598	436	2293
1599	436	2293
1600	437	2292
1601	437	2292
1602	438	2294
1603	438	2294
1604	438	2293
1605	438	2294
1606	439	2293
1607	439	2293
1608	439	2292
1609	439	2292
1610	440	2292
1611	440	2292
1612	440	2292
1613	441	2292
1614	441	2291
1615	441	2290
1616	441	2290
1617	442	2289
1618	442	2289
1619	442	2289
1620	442	2289
1621	443	2288
1622	443	2287
1623	443	2287
1624	443	2286
1625	443	2286
1626	444	2285
1627	444	2285
1628	444	2284
1629	444	2284
1630	445	2283
1631	445	2282
1632	445	2282
1633	445	2281
1634	445	2280
1635	446	2280
1636	446	2279
1637	446	2279
1638	446	2279
1639	447	2278
1640	447	2278
1641	447	2278
1642	447	2278
1643	448	2277
1644	448	2277
1645	448	2277
1646	448	2277
1647	449	2276
1648	449	2276
1649	449	2276
1650	450	2276
1651	450	2276
1652	450	2275
1653	450	2275
1654	451	2275
1655	451	2275
1656	451	2275
1657	452	2275
1658	452	2275
1659	452	2274
1660	452	2274
1661	453	2273
1662	453	2273
1663	453	2273
1664	454	2273
1665	454	2273
1666	454	2272
1667	454	2272
1668	455	2272
1669	455	2271
1670	455	2271
1671	455	2271
1672	456	2270
1673	456	2270
1674	456	2269
1675	456	2269
1676	457	2268
1677	457	2268
1678	457	2268
1679	457	2267
1680	458	2267
1681	458	2266
1682	458	2266
1683	458	2265
1684	459	2265
1685	459	2265
1686	459	2264
1687	459	2264
1688	460	2264
1689	460	2264
1690	460	2263
1691	460	2263
1692	461	2262
1693	461	2262
1694	461	2261
1695	462	2262
1696	462	2262
1697	462	2261
1698	465	2272
1699	465	2272
1700	465	2272
1701	466	2272
1702	466	2272
1703	466	2271
1704	466	2271
1705	467	2271
1706	467	2271
1707	467	2271
1708	468	2271
1709	468	2270
1710	468	2270
1711	468	2270
1712	469	2269
1713	469	2269
1714	469	2268
1715	469	2267
1716	470	2267
1717	470	2266
1718	470	2266
1719	470	2265
1720	470	2265
1721	471	2264
1722	471	2264
1723	471	2263
1724	471	2263
1725	472	2262
1726	472	2262
1727	472	2262
1728	472	2262
1729	473	2262
1730	473	2261
1731	473	2261
1732	473	2260
1733	474	2260
1734	474	2259
1735	474	2259
1736	474	2258
1737	474	2257
1738	475	2257
1739	475	2257
1740	475	2256
1741	475	2256
1742	476	2255
1743	476	2255
1744	476	2255
1745	477	2255
1746	477	2254
1747	477	2254
1748	477	2254
1749	478	2254
1750	478	2253
1751	478	2253
1752	478	2253
1753	479	2253
1754	479	2253
1755	479	2252
1756	480	2252
1757	480	2252
1758	480	2252
1759	480	2251
1760	481	2251
1761	481	2251
1762	481	2250
1763	481	2250
1764	482	2249
1765	482	2249
1766	482	2248
1767	482	2248
1768	483	2247
1769	483	2247
1770	483	2246
1771	483	2246
1772	484	2246
1773	484	2245
1774	484	2245
1775	484	2244
1776	485	2244
1777	485	2243
1778	485	2243
1779	485	2243
1780	486	2243
1781	486	2242
1782	486	2242
1783	486	2241
1784	487	2241
1785	487	2240
1786	487	2240
1787	487	2239
1788	487	2239
1789	488	2238
1790	488	2238
1791	488	2237
1792	488	2237
1793	488	2236
1794	489	2236
1795	489	2236
1796	489	2235
1797	490	2235
1798	490	2235
1799	490	2234
1800	490	2234
1801	491	2233
1802	491	2233
1803	491	2233
1804	491	2233
1805	492	2232
1806	492	2232
1807	492	2232
1808	493	2232
1809	493	2232
1810	493	2231
1811	493	2231
1812	494	2231
1813	494	2231
1814	494	2231
1815	495	2231
1816	495	2230
1817	495	2230
1818	495	2229
1819	496	2229
1820	496	2228
1821	496	2228
1822	496	2227
1823	496	2227
1824	497	2226
1825	497	2226
1826	497	2226
1827	498	2226
1828	498	2226
1829	498	2226
1830	498	2225
1831	499	2225
1832	499	2225
1833	499	2224
1834	499	2224
1835	500	2223
1836	500	2223
1837	500	2222
1838	500	2222
1839	501	2221
1840	501	2221
1841	501	2221
1842	501	2221
1843	502	2220
1844	502	2220
1845	502	2220
1846	503	2220
1847	503	2220
1848	503	2220
1849	504	2220
1850	504	2220
1851	504	2219
1852	504	2219
1853	505	2219
1854	505	2218
1855	505	2218
1856	505	2218
1857	506	2217
1858	506	2217
1859	506	2217
1860	506	2217
1861	507	2216
1862	507	2216
1863	507	2215
1864	507	2215
1865	508	2214
1866	508	2214
1867	508	2213
1868	508	2213
1869	509	2213
